category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Defense Systems,Control Stick,Nylon (PA),high,3,84,29,38.13
Defense Systems,Control Stick,Tyvek (HDPE),high,1,87,99,27.19
Defense Systems,Control Stick,Recycled Steel,high,0,22,93,30.47
Defense Systems,Control Stick,VCI Paper (Anti-Corrosion),medium,83,57,81,7.85
Defense Systems,Control Stick,Anodized Aluminum,high,0,78,98,51.74
Defense Systems,Power Module,Reinforced Plywood Box,high,87,34,20,62.53
Defense Systems,Power Module,Nylon (PA),high,0,82,29,22.36
Defense Systems,Power Module,Tyvek (HDPE),high,3,93,99,74.3
Defense Systems,Power Module,Recycled Steel,high,1,20,97,51.38
Defense Systems,Power Module,VCI Paper (Anti-Corrosion),medium,84,54,78,65.22
Defense Systems,Power Module,Anodized Aluminum,high,0,76,97,28.06
Defense Systems,Optics Box,Reinforced Plywood Box,high,88,36,20,66.38
Defense Systems,Optics Box,Nylon (PA),high,2,82,30,42.66
Defense Systems,Optics Box,Tyvek (HDPE),high,2,92,98,65.11
Defense Systems,Optics Box,Recycled Steel,high,0,20,97,10.29
Defense Systems,Optics Box,VCI Paper (Anti-Corrosion),medium,88,57,77,0.35
Defense Systems,Optics Box,Anodized Aluminum,high,2,77,93,1.49
Aquaculture Gear,Fish Net,Stainless Steel (304),high,0,92,98,11.65
Aquaculture Gear,Fish Net,Recycled HDPE (rHDPE),high,2,48,89,36.36
Aquaculture Gear,Fish Net,Natural Rubber,medium,100,23,2,34.27
Aquaculture Gear,Fish Net,Seaweed Packaging,low,99,4,3,47.16
Aquaculture Gear,Fish Net,Bio-PE(Green Plastic),high,2,89,95,5.03
Aquaculture Gear,Feeding Tube,Stainless Steel (304),high,2,91,95,70.92
Aquaculture Gear,Feeding Tube,Recycled HDPE (rHDPE),high,7,48,89,48.52
Aquaculture Gear,Feeding Tube,Natural Rubber,medium,100,28,3,45.08
Aquaculture Gear,Feeding Tube,Seaweed Packaging,low,100,4,2,25.32
Aquaculture Gear,Feeding Tube,Bio-PE(Green Plastic),high,2,90,93,29.5
Aquaculture Gear,Water Monitor,Stainless Steel (304),high,0,92,100,62.21
Aquaculture Gear,Water Monitor,Recycled HDPE (rHDPE),high,7,46,94,38.44
Aquaculture Gear,Water Monitor,Natural Rubber,medium,100,23,0,0.35
Aquaculture Gear,Water Monitor,Seaweed Packaging,low,100,5,1,32.35
Aquaculture Gear,Water Monitor,Bio-PE(Green Plastic),high,3,91,95,68.73
Aquaculture Gear,Cage Float,Stainless Steel (304),high,1,88,96,51.49
Aquaculture Gear,Cage Float,Recycled HDPE (rHDPE),high,5,47,91,64.82
Aquaculture Gear,Cage Float,Natural Rubber,medium,100,25,0,9.57
Aquaculture Gear,Cage Float,Seaweed Packaging,low,100,5,3,37.44
Aquaculture Gear,Cage Float,Bio-PE(Green Plastic),high,0,85,89,32.83
Aquaculture Gear,Anchor Kit,Stainless Steel (304),high,1,89,99,39.69
Aquaculture Gear,Anchor Kit,Recycled HDPE (rHDPE),high,5,42,93,18.9
Aquaculture Gear,Anchor Kit,Natural Rubber,medium,97,26,1,28.09
Aquaculture Gear,Anchor Kit,Seaweed Packaging,low,100,6,3,66.73
Aquaculture Gear,Anchor Kit,Bio-PE(Green Plastic),high,2,86,95,6.11
Aquaculture Gear,Pump Valve,Stainless Steel (304),high,0,89,95,73.76
Aquaculture Gear,Pump Valve,Recycled HDPE (rHDPE),high,8,42,90,4.03
Aquaculture Gear,Pump Valve,Natural Rubber,medium,100,22,2,37.09
Aquaculture Gear,Pump Valve,Seaweed Packaging,low,100,5,2,48.7
Aquaculture Gear,Pump Valve,Bio-PE(Green Plastic),high,3,89,90,25.7
Aquaculture Gear,Oxygenator,Stainless Steel (304),high,0,91,100,21.94
Aquaculture Gear,Oxygenator,Recycled HDPE (rHDPE),high,3,48,95,29.65
Aquaculture Gear,Oxygenator,Natural Rubber,medium,98,26,0,27.46
Aquaculture Gear,Oxygenator,Seaweed Packaging,low,100,3,3,62.07
Aquaculture Gear,Oxygenator,Bio-PE(Green Plastic),high,0,91,90,18.2
Aquaculture Gear,Filter Plate,Stainless Steel (304),high,0,93,97,24.41
Aquaculture Gear,Filter Plate,Recycled HDPE (rHDPE),high,3,44,89,34.05
Aquaculture Gear,Filter Plate,Natural Rubber,medium,100,28,2,1.42
Aquaculture Gear,Filter Plate,Seaweed Packaging,low,97,7,0,41.84
Aquaculture Gear,Filter Plate,Bio-PE(Green Plastic),high,2,87,95,58.17
Aquaculture Gear,Hose Connect,Stainless Steel (304),high,0,88,98,37.34
Aquaculture Gear,Hose Connect,Recycled HDPE (rHDPE),high,3,44,95,60.64
Aquaculture Gear,Hose Connect,Natural Rubber,medium,99,26,0,46.73
Aquaculture Gear,Hose Connect,Seaweed Packaging,low,100,7,1,70.99
Aquaculture Gear,Hose Connect,Bio-PE(Green Plastic),high,0,85,94,38.07
Aquaculture Gear,Buoyancy Tank,Stainless Steel (304),high,2,87,99,57.88
Aquaculture Gear,Buoyancy Tank,Recycled HDPE (rHDPE),high,5,42,94,39.66
Aquaculture Gear,Buoyancy Tank,Natural Rubber,medium,100,25,3,14.78
Aquaculture Gear,Buoyancy Tank,Seaweed Packaging,low,100,3,1,22.01
Aquaculture Gear,Buoyancy Tank,Bio-PE(Green Plastic),high,0,87,95,58.18
Industrial Heating,Boiler Tube,Stainless Steel (304),high,2,88,100,27.17
Industrial Heating,Boiler Tube,Chrome-Plated Steel,high,1,87,87,29.8
Industrial Heating,Boiler Tube,Double-Wall Corrugated,high,85,47,89,51.06
Industrial Heating,Boiler Tube,Hardwood,high,100,25,2,19.67
Industrial Heating,Boiler Tube,Recycled Steel,high,1,22,97,39.93
Industrial Heating,Burner Head,Stainless Steel (304),high,3,92,97,20.41
Industrial Heating,Burner Head,Chrome-Plated Steel,high,0,88,89,23.97
Industrial Heating,Burner Head,Double-Wall Corrugated,high,84,49,95,29.15
Industrial Heating,Burner Head,Hardwood,high,100,28,3,74.31
Industrial Heating,Burner Head,Recycled Steel,high,0,21,92,58.93
Industrial Heating,Thermostat,Stainless Steel (304),high,0,93,99,44.23
Industrial Heating,Thermostat,Chrome-Plated Steel,high,0,87,92,0.84
Industrial Heating,Thermostat,Double-Wall Corrugated,high,87,51,90,43.77
Industrial Heating,Thermostat,Hardwood,high,100,28,0,39.79
Industrial Heating,Thermostat,Recycled Steel,high,0,22,92,24.77
Industrial Heating,Exhaust Duct,Stainless Steel (304),high,1,88,100,71.61
Industrial Heating,Exhaust Duct,Chrome-Plated Steel,high,0,83,90,45.06
Industrial Heating,Exhaust Duct,Double-Wall Corrugated,high,85,53,94,74.59
Industrial Heating,Exhaust Duct,Hardwood,high,100,24,0,52.76
Industrial Heating,Exhaust Duct,Recycled Steel,high,0,21,94,49.08
Industrial Heating,Igniter,Stainless Steel (304),high,0,93,100,6.27
Industrial Heating,Igniter,Chrome-Plated Steel,high,0,87,89,19.62
Industrial Heating,Igniter,Double-Wall Corrugated,high,83,50,91,36.47
Industrial Heating,Igniter,Hardwood,high,100,24,0,7.83
Industrial Heating,Igniter,Recycled Steel,high,0,18,98,13.05
Industrial Heating,Heat Coil,Stainless Steel (304),high,0,89,100,61.94
Industrial Heating,Heat Coil,Chrome-Plated Steel,high,0,88,88,43.22
Industrial Heating,Heat Coil,Double-Wall Corrugated,high,88,49,93,49.59
Industrial Heating,Heat Coil,Hardwood,high,99,25,0,7.46
Industrial Heating,Heat Coil,Recycled Steel,high,0,20,92,14.04
Industrial Heating,Insulation Block,Stainless Steel (304),high,1,92,99,20.45
Industrial Heating,Insulation Block,Chrome-Plated Steel,high,0,87,87,8.08
Industrial Heating,Insulation Block,Double-Wall Corrugated,high,83,53,89,60.3
Industrial Heating,Insulation Block,Hardwood,high,98,23,3,25.4
Industrial Heating,Insulation Block,Recycled Steel,high,0,19,97,39.84
Industrial Heating,Fan Blade,Stainless Steel (304),high,0,91,97,19.53
Industrial Heating,Fan Blade,Chrome-Plated Steel,high,0,82,91,25.43
Industrial Heating,Fan Blade,Double-Wall Corrugated,high,86,49,90,67.67
Industrial Heating,Fan Blade,Hardwood,high,100,22,0,43.51
Industrial Heating,Fan Blade,Recycled Steel,high,3,18,94,30.43
Industrial Heating,Control Panel,Stainless Steel (304),high,3,90,98,19.73
Industrial Heating,Control Panel,Chrome-Plated Steel,high,3,86,92,68.61
Industrial Heating,Control Panel,Double-Wall Corrugated,high,86,53,95,17.98
Industrial Heating,Control Panel,Hardwood,high,98,24,0,60.64
Industrial Heating,Control Panel,Recycled Steel,high,0,22,93,60.93
Industrial Heating,Valve Body,Stainless Steel (304),high,2,92,96,42.99
Industrial Heating,Valve Body,Chrome-Plated Steel,high,0,85,92,73.36
Industrial Heating,Valve Body,Double-Wall Corrugated,high,85,49,92,28.45
Industrial Heating,Valve Body,Hardwood,high,100,25,0,36.21
Industrial Heating,Valve Body,Recycled Steel,high,0,18,98,71.47
Specialty Woodcraft,Turning Lathe,Plywood,high,67,47,1,44.88
Specialty Woodcraft,Turning Lathe,Softwood,high,99,17,0,57.99
Specialty Woodcraft,Turning Lathe,Cork,low,100,4,1,13.68
Specialty Woodcraft,Turning Lathe,Hardwood,high,100,23,3,51.74
Specialty Woodcraft,Turning Lathe,Veneer Wood Wrap,medium,100,12,1,72.82
Specialty Woodcraft,Turning Lathe,Kraft Paper,low,94,23,93,20.56
Specialty Woodcraft,Chisel Set,Plywood,high,71,50,0,27.24
Specialty Woodcraft,Chisel Set,Softwood,high,100,18,0,41.29
Specialty Woodcraft,Chisel Set,Cork,low,100,6,0,31.67
Specialty Woodcraft,Chisel Set,Hardwood,high,100,23,1,5.35
Specialty Woodcraft,Chisel Set,Veneer Wood Wrap,medium,100,12,0,66.76
Specialty Woodcraft,Chisel Set,Kraft Paper,low,95,23,93,22.24
Specialty Woodcraft,Planer Blade,Plywood,high,68,51,0,54.64
Specialty Woodcraft,Planer Blade,Softwood,high,100,19,2,17.82
Specialty Woodcraft,Planer Blade,Cork,low,100,2,1,56.97
Specialty Woodcraft,Planer Blade,Hardwood,high,99,24,3,4.43
Specialty Woodcraft,Planer Blade,Veneer Wood Wrap,medium,97,14,0,3.61
Specialty Woodcraft,Planer Blade,Kraft Paper,low,94,27,90,3.59
Specialty Woodcraft,Sanding Belt,Plywood,high,70,52,0,13.92
Specialty Woodcraft,Sanding Belt,Softwood,high,100,23,0,36.21
Specialty Woodcraft,Sanding Belt,Cork,low,99,8,0,47.87
Specialty Woodcraft,Sanding Belt,Hardwood,high,99,26,0,31.14
Specialty Woodcraft,Sanding Belt,Veneer Wood Wrap,medium,99,14,0,24.05
Specialty Woodcraft,Sanding Belt,Kraft Paper,low,98,22,93,55.66
Specialty Woodcraft,Wood Glue,Plywood,high,73,52,0,2.1
Specialty Woodcraft,Wood Glue,Softwood,high,97,21,3,71.78
Specialty Woodcraft,Wood Glue,Cork,low,97,3,3,39.86
Specialty Woodcraft,Wood Glue,Hardwood,high,100,27,0,2.11
Specialty Woodcraft,Wood Glue,Veneer Wood Wrap,medium,98,9,0,8.15
Specialty Woodcraft,Wood Glue,Kraft Paper,low,98,27,92,54.34
Specialty Woodcraft,Varnish Can,Plywood,high,67,47,0,56.7
Specialty Woodcraft,Varnish Can,Softwood,high,100,22,0,45.52
Specialty Woodcraft,Varnish Can,Cork,low,100,7,0,15.22
Specialty Woodcraft,Varnish Can,Hardwood,high,100,27,0,7.56
Specialty Woodcraft,Varnish Can,Veneer Wood Wrap,medium,97,15,0,22.62
Specialty Woodcraft,Varnish Can,Kraft Paper,low,98,22,87,22.93
Specialty Woodcraft,Clamping Tool,Plywood,high,73,51,3,57.46
Specialty Woodcraft,Clamping Tool,Softwood,high,98,19,0,60.26
Specialty Woodcraft,Clamping Tool,Cork,low,100,6,0,17.27
Specialty Woodcraft,Clamping Tool,Hardwood,high,97,26,0,58.26
Specialty Woodcraft,Clamping Tool,Veneer Wood Wrap,medium,100,13,0,5.73
Specialty Woodcraft,Clamping Tool,Kraft Paper,low,98,25,88,71.25
Specialty Woodcraft,Template,Plywood,high,71,51,0,8.15
Specialty Woodcraft,Template,Softwood,high,99,22,0,11.56
Specialty Woodcraft,Template,Cork,low,100,4,1,51.96
Specialty Woodcraft,Template,Hardwood,high,98,28,2,31.16
Specialty Woodcraft,Template,Veneer Wood Wrap,medium,100,13,0,21.52
Specialty Woodcraft,Template,Kraft Paper,low,97,22,91,18.17
Specialty Woodcraft,Saw Guard,Plywood,high,73,52,3,35.48
Specialty Woodcraft,Saw Guard,Softwood,high,98,22,1,5.12
Specialty Woodcraft,Saw Guard,Cork,low,100,3,3,42.37
Specialty Woodcraft,Saw Guard,Hardwood,high,100,23,0,54.61
Specialty Woodcraft,Saw Guard,Veneer Wood Wrap,medium,100,12,2,3.27
Specialty Woodcraft,Saw Guard,Kraft Paper,low,94,28,88,44.83
Specialty Woodcraft,Dust Collector,Plywood,high,67,47,1,1.77
Specialty Woodcraft,Dust Collector,Softwood,high,100,19,3,23.2
Specialty Woodcraft,Dust Collector,Cork,low,98,2,2,50.9
Specialty Woodcraft,Dust Collector,Hardwood,high,98,27,0,62.16
Specialty Woodcraft,Dust Collector,Veneer Wood Wrap,medium,97,14,0,74.02
Specialty Woodcraft,Dust Collector,Kraft Paper,low,94,26,89,54.89
Music Studio Tech,Mixing Desk,Nylon (PA),high,2,87,30,44.14
Music Studio Tech,Mixing Desk,Recycled Aluminum,high,3,14,100,5.95
Music Studio Tech,Mixing Desk,Paperboard,medium,79,43,85,30.77
Music Studio Tech,Mixing Desk,EVA Foam,medium,0,84,12,66.88
Music Studio Tech,Mixing Desk,ABS Plastic,high,0,95,18,52.18
Music Studio Tech,Studio Monitor,Nylon (PA),high,0,82,33,70.67
Music Studio Tech,Studio Monitor,Recycled Aluminum,high,0,16,97,3.83
Music Studio Tech,Studio Monitor,Paperboard,medium,78,46,83,36.64
Music Studio Tech,Studio Monitor,EVA Foam,medium,0,81,12,18.96
Music Studio Tech,Studio Monitor,ABS Plastic,high,1,95,18,44.93
Music Studio Tech,Rack Mount,Nylon (PA),high,1,85,27,63.74
Music Studio Tech,Rack Mount,Recycled Aluminum,high,0,15,97,48.93
Music Studio Tech,Rack Mount,Paperboard,medium,78,43,88,17.22
Music Studio Tech,Rack Mount,EVA Foam,medium,0,83,8,48.01
Music Studio Tech,Rack Mount,ABS Plastic,high,0,95,14,47.51
Music Studio Tech,Audio Cable,Nylon (PA),high,1,85,29,73.49
Music Studio Tech,Audio Cable,Recycled Aluminum,high,2,16,97,18.72
Music Studio Tech,Audio Cable,Paperboard,medium,78,47,87,21.2
Music Studio Tech,Audio Cable,EVA Foam,medium,1,87,11,27.57
Music Studio Tech,Audio Cable,ABS Plastic,high,0,93,13,29.79
Music Studio Tech,Patch Bay,Nylon (PA),high,0,84,31,63.52
Music Studio Tech,Patch Bay,Recycled Aluminum,high,3,17,100,32.29
Music Studio Tech,Patch Bay,Paperboard,medium,83,47,83,28.89
Music Studio Tech,Patch Bay,EVA Foam,medium,3,87,9,2.82
Music Studio Tech,Patch Bay,ABS Plastic,high,3,93,13,32.79
Music Studio Tech,Pre-amp,Nylon (PA),high,1,88,30,72.93
Music Studio Tech,Pre-amp,Recycled Aluminum,high,0,13,97,14.61
Music Studio Tech,Pre-amp,Paperboard,medium,81,42,86,3.13
Music Studio Tech,Pre-amp,EVA Foam,medium,3,87,7,2.04
Music Studio Tech,Pre-amp,ABS Plastic,high,3,96,16,27.95
Music Studio Tech,Compressor,Nylon (PA),high,0,83,32,57.74
Music Studio Tech,Compressor,Recycled Aluminum,high,0,12,97,71.48
Music Studio Tech,Compressor,Paperboard,medium,79,44,84,36.61
Music Studio Tech,Compressor,EVA Foam,medium,0,87,9,56.21
Music Studio Tech,Compressor,ABS Plastic,high,3,93,15,44.89
Music Studio Tech,EQ Unit,Nylon (PA),high,3,84,29,6.84
Music Studio Tech,EQ Unit,Recycled Aluminum,high,0,18,97,25.97
Music Studio Tech,EQ Unit,Paperboard,medium,80,48,84,56.62
Music Studio Tech,EQ Unit,EVA Foam,medium,3,86,8,46.16
Music Studio Tech,EQ Unit,ABS Plastic,high,1,94,16,68.83
Music Studio Tech,Microphone,Nylon (PA),high,2,87,33,48.9
Music Studio Tech,Microphone,Recycled Aluminum,high,0,15,95,5.35
Music Studio Tech,Microphone,Paperboard,medium,79,42,85,29.05
Music Studio Tech,Microphone,EVA Foam,medium,1,87,7,62.06
Music Studio Tech,Microphone,ABS Plastic,high,3,96,14,23.12
Music Studio Tech,Headphone Amp,Nylon (PA),high,0,85,32,46.84
Music Studio Tech,Headphone Amp,Recycled Aluminum,high,0,18,98,21.46
Music Studio Tech,Headphone Amp,Paperboard,medium,78,43,87,50.27
Music Studio Tech,Headphone Amp,EVA Foam,medium,0,85,11,21.99
Music Studio Tech,Headphone Amp,ABS Plastic,high,1,93,18,60.62
Printing Press Parts,Ink Roller,Nylon (PA),high,0,82,30,28.68
Printing Press Parts,Ink Roller,Chrome-Plated Steel,high,3,85,90,64.02
Printing Press Parts,Ink Roller,Double-Wall Corrugated,high,82,51,93,64.64
Printing Press Parts,Ink Roller,ABS Plastic,high,0,95,16,38.14
Printing Press Parts,Ink Roller,VCI Paper (Anti-Corrosion),medium,83,53,82,39.22
Printing Press Parts,Plate Cylinder,Nylon (PA),high,3,88,32,65.91
Printing Press Parts,Plate Cylinder,Chrome-Plated Steel,high,0,86,92,26.62
Printing Press Parts,Plate Cylinder,Double-Wall Corrugated,high,83,51,94,17.34
Printing Press Parts,Plate Cylinder,ABS Plastic,high,3,97,16,74.8
Printing Press Parts,Plate Cylinder,VCI Paper (Anti-Corrosion),medium,83,55,83,19.9
Printing Press Parts,Drying Lamp,Nylon (PA),high,0,86,29,2.14
Printing Press Parts,Drying Lamp,Chrome-Plated Steel,high,2,86,91,30.36
Printing Press Parts,Drying Lamp,Double-Wall Corrugated,high,83,49,89,16.51
Printing Press Parts,Drying Lamp,ABS Plastic,high,0,93,12,19.28
Printing Press Parts,Drying Lamp,VCI Paper (Anti-Corrosion),medium,87,55,81,62.8
Printing Press Parts,Paper Feeder,Nylon (PA),high,1,88,29,38.93
Printing Press Parts,Paper Feeder,Chrome-Plated Steel,high,0,88,87,11.83
Printing Press Parts,Paper Feeder,Double-Wall Corrugated,high,88,49,95,64.11
Printing Press Parts,Paper Feeder,ABS Plastic,high,3,93,18,22.07
Printing Press Parts,Paper Feeder,VCI Paper (Anti-Corrosion),medium,82,55,80,45.76
Printing Press Parts,Cutter Blade,Nylon (PA),high,1,88,33,16.23
Printing Press Parts,Cutter Blade,Chrome-Plated Steel,high,3,82,90,57.16
Printing Press Parts,Cutter Blade,Double-Wall Corrugated,high,83,51,95,20.99
Printing Press Parts,Cutter Blade,ABS Plastic,high,0,93,14,26.82
Printing Press Parts,Cutter Blade,VCI Paper (Anti-Corrosion),medium,87,57,77,52.48
Printing Press Parts,Drive Belt,Nylon (PA),high,3,82,29,46.27
Printing Press Parts,Drive Belt,Chrome-Plated Steel,high,0,85,92,52.39
Printing Press Parts,Drive Belt,Double-Wall Corrugated,high,85,49,93,21.5
Printing Press Parts,Drive Belt,ABS Plastic,high,0,91,17,44.71
Printing Press Parts,Drive Belt,VCI Paper (Anti-Corrosion),medium,86,58,83,66.51
Printing Press Parts,Ink Tank,Nylon (PA),high,0,88,28,26.91
Printing Press Parts,Ink Tank,Chrome-Plated Steel,high,0,83,87,25.61
Printing Press Parts,Ink Tank,Double-Wall Corrugated,high,84,49,92,41.38
Printing Press Parts,Ink Tank,ABS Plastic,high,0,96,13,68.7
Printing Press Parts,Ink Tank,VCI Paper (Anti-Corrosion),medium,85,57,77,4.82
Printing Press Parts,Sensor Unit,Nylon (PA),high,3,88,28,28.94
Printing Press Parts,Sensor Unit,Chrome-Plated Steel,high,0,87,88,0.41
Printing Press Parts,Sensor Unit,Double-Wall Corrugated,high,87,48,92,5.9
Printing Press Parts,Sensor Unit,ABS Plastic,high,0,96,16,69.75
Printing Press Parts,Sensor Unit,VCI Paper (Anti-Corrosion),medium,83,52,81,8.66
Printing Press Parts,Gripper Bar,Nylon (PA),high,0,87,32,19
Printing Press Parts,Gripper Bar,Chrome-Plated Steel,high,2,84,91,24.35
Printing Press Parts,Gripper Bar,Double-Wall Corrugated,high,84,50,92,63.72
Printing Press Parts,Gripper Bar,ABS Plastic,high,0,96,13,38.43
Printing Press Parts,Gripper Bar,VCI Paper (Anti-Corrosion),medium,85,57,79,25.94
Printing Press Parts,Gear Set,Nylon (PA),high,0,82,30,59.27
Printing Press Parts,Gear Set,Chrome-Plated Steel,high,1,83,88,34.04
Printing Press Parts,Gear Set,Double-Wall Corrugated,high,86,53,92,4.73
Printing Press Parts,Gear Set,ABS Plastic,high,0,97,17,42.49
Printing Press Parts,Gear Set,VCI Paper (Anti-Corrosion),medium,85,54,80,7.6
Water Treatment,RO Membrane,Stainless Steel (304),high,0,87,100,17.39
Water Treatment,RO Membrane,Glass,high,2,28,95,63.54
Water Treatment,RO Membrane,Recycled HDPE (rHDPE),high,4,46,91,25.76
Water Treatment,RO Membrane,Natural Rubber,medium,100,25,2,64.66
Water Treatment,RO Membrane,PVC (Vinyl),medium,2,95,8,31.32
Water Treatment,Carbon Filter,Stainless Steel (304),high,0,89,99,36.49
Water Treatment,Carbon Filter,Glass,high,1,23,93,70.84
Water Treatment,Carbon Filter,Recycled HDPE (rHDPE),high,7,43,92,68.91
Water Treatment,Carbon Filter,Natural Rubber,medium,97,23,0,24.83
Water Treatment,Carbon Filter,PVC (Vinyl),medium,0,95,7,45.63
Water Treatment,UV Lamp,Stainless Steel (304),high,0,92,97,15.7
Water Treatment,UV Lamp,Glass,high,2,27,97,66.84
Water Treatment,UV Lamp,Recycled HDPE (rHDPE),high,6,43,92,33.42
Water Treatment,UV Lamp,Natural Rubber,medium,98,26,0,41.14
Water Treatment,UV Lamp,PVC (Vinyl),medium,0,97,4,47.55
Water Treatment,Dosing Pump,Stainless Steel (304),high,2,88,98,64.87
Water Treatment,Dosing Pump,Glass,high,1,26,96,35.2
Water Treatment,Dosing Pump,Recycled HDPE (rHDPE),high,7,44,89,42.87
Water Treatment,Dosing Pump,Natural Rubber,medium,100,23,0,62.56
Water Treatment,Dosing Pump,PVC (Vinyl),medium,0,94,5,37.97
Water Treatment,Flow Valve,Stainless Steel (304),high,0,88,97,60
Water Treatment,Flow Valve,Glass,high,0,22,97,11.13
Water Treatment,Flow Valve,Recycled HDPE (rHDPE),high,4,43,89,64.48
Water Treatment,Flow Valve,Natural Rubber,medium,100,24,3,19.06
Water Treatment,Flow Valve,PVC (Vinyl),medium,0,98,2,46.75
Water Treatment,Clarifier Part,Stainless Steel (304),high,0,89,98,24.17
Water Treatment,Clarifier Part,Glass,high,0,27,92,22.23
Water Treatment,Clarifier Part,Recycled HDPE (rHDPE),high,3,46,93,4.85
Water Treatment,Clarifier Part,Natural Rubber,medium,100,24,1,3.04
Water Treatment,Clarifier Part,PVC (Vinyl),medium,0,97,6,10.26
Water Treatment,Sludge Mixer,Stainless Steel (304),high,0,92,100,69.63
Water Treatment,Sludge Mixer,Glass,high,2,25,93,49.95
Water Treatment,Sludge Mixer,Recycled HDPE (rHDPE),high,2,44,91,21.49
Water Treatment,Sludge Mixer,Natural Rubber,medium,99,23,1,59.08
Water Treatment,Sludge Mixer,PVC (Vinyl),medium,0,95,8,36.33
Water Treatment,Aerator,Stainless Steel (304),high,0,92,98,7.63
Water Treatment,Aerator,Glass,high,0,25,97,58.9
Water Treatment,Aerator,Recycled HDPE (rHDPE),high,6,47,92,62.28
Water Treatment,Aerator,Natural Rubber,medium,100,27,0,58.77
Water Treatment,Aerator,PVC (Vinyl),medium,3,96,5,1.99
Water Treatment,Check Valve,Stainless Steel (304),high,0,92,98,52.19
Water Treatment,Check Valve,Glass,high,0,25,92,4.93
Water Treatment,Check Valve,Recycled HDPE (rHDPE),high,4,42,90,48.46
Water Treatment,Check Valve,Natural Rubber,medium,98,26,2,19.17
Water Treatment,Check Valve,PVC (Vinyl),medium,2,96,2,49.33
Water Treatment,Chemical Tank,Stainless Steel (304),high,0,88,100,45.54
Water Treatment,Chemical Tank,Glass,high,0,23,98,68.34
Water Treatment,Chemical Tank,Recycled HDPE (rHDPE),high,2,44,91,45.93
Water Treatment,Chemical Tank,Natural Rubber,medium,99,27,3,39.67
Water Treatment,Chemical Tank,PVC (Vinyl),medium,3,98,7,9.46
Cold Chain Logistics,Cooler Box,Mushroom (Mycelium),medium,100,2,2,21.72
Cold Chain Logistics,Cooler Box,Tyvek (HDPE),high,2,91,99,43.69
Cold Chain Logistics,Cooler Box,Felted Wool,medium,98,25,2,13.48
Cold Chain Logistics,Cooler Box,Recycled HDPE (rHDPE),high,6,47,91,5.41
Cold Chain Logistics,Cooler Box,EPS (Styrofoam),low,0,86,4,56.24
Cold Chain Logistics,Ice Pack,Mushroom (Mycelium),medium,99,6,0,72.36
Cold Chain Logistics,Ice Pack,Tyvek (HDPE),high,0,93,98,61.2
Cold Chain Logistics,Ice Pack,Felted Wool,medium,99,24,0,54.61
Cold Chain Logistics,Ice Pack,Recycled HDPE (rHDPE),high,7,47,89,36.21
Cold Chain Logistics,Ice Pack,EPS (Styrofoam),low,0,88,0,18.66
Cold Chain Logistics,Thermal Liner,Mushroom (Mycelium),medium,100,8,0,30.35
Cold Chain Logistics,Thermal Liner,Tyvek (HDPE),high,0,87,100,74.15
Cold Chain Logistics,Thermal Liner,Felted Wool,medium,100,27,3,3.51
Cold Chain Logistics,Thermal Liner,Recycled HDPE (rHDPE),high,5,43,91,45.82
Cold Chain Logistics,Thermal Liner,EPS (Styrofoam),low,3,89,1,22.02
Cold Chain Logistics,Temp Logger,Mushroom (Mycelium),medium,100,4,0,42.16
Cold Chain Logistics,Temp Logger,Tyvek (HDPE),high,0,91,100,39.81
Cold Chain Logistics,Temp Logger,Felted Wool,medium,100,28,1,45.74
Cold Chain Logistics,Temp Logger,Recycled HDPE (rHDPE),high,5,43,94,33.36
Cold Chain Logistics,Temp Logger,EPS (Styrofoam),low,3,88,3,10.53
Cold Chain Logistics,Pallet Wrap,Mushroom (Mycelium),medium,99,3,0,16.86
Cold Chain Logistics,Pallet Wrap,Tyvek (HDPE),high,0,89,98,57.29
Cold Chain Logistics,Pallet Wrap,Felted Wool,medium,100,22,0,38.7
Cold Chain Logistics,Pallet Wrap,Recycled HDPE (rHDPE),high,8,48,90,57.84
Cold Chain Logistics,Pallet Wrap,EPS (Styrofoam),low,0,86,0,6.51
Cold Chain Logistics,Dry Ice Case,Mushroom (Mycelium),medium,100,8,0,68.81
Cold Chain Logistics,Dry Ice Case,Tyvek (HDPE),high,3,92,100,65.05
Cold Chain Logistics,Dry Ice Case,Felted Wool,medium,97,22,1,72.31
Cold Chain Logistics,Dry Ice Case,Recycled HDPE (rHDPE),high,2,43,91,14.76
Cold Chain Logistics,Dry Ice Case,EPS (Styrofoam),low,1,87,4,62.24
Cold Chain Logistics,Insulated Bag,Mushroom (Mycelium),medium,100,6,1,26.84
Cold Chain Logistics,Insulated Bag,Tyvek (HDPE),high,2,88,99,47.41
Cold Chain Logistics,Insulated Bag,Felted Wool,medium,97,25,0,43.07
Cold Chain Logistics,Insulated Bag,Recycled HDPE (rHDPE),high,5,46,90,32.86
Cold Chain Logistics,Insulated Bag,EPS (Styrofoam),low,3,91,0,7.11
Cold Chain Logistics,Seal Strip,Mushroom (Mycelium),medium,98,2,0,52.06
Cold Chain Logistics,Seal Strip,Tyvek (HDPE),high,0,91,100,6.09
Cold Chain Logistics,Seal Strip,Felted Wool,medium,100,28,0,71.19
Cold Chain Logistics,Seal Strip,Recycled HDPE (rHDPE),high,2,48,93,7.64
